"year","president","date","sentenceID","sentence"
"1994","deKlerk","24-05-1994",134,"depend country's security forces deal resources disposal"
"1994","deKlerk","24-05-1994",135,"efforts deal criminal violence personal support confidence"
"1994","deKlerk","24-05-1994",136,"directed relevant ministries engage structures set terms national peace accord invigorated pursue noble mission context changed circumstances country"
"1994","deKlerk","24-05-1994",137,"government spare effort ensuring security forces enjoy standing deserve accepted people defenders sovereignty democratic system guarantors peace country safety security citizens property"
"1994","deKlerk","24-05-1994",138,"met opportunity reiterate assurance rest public service government firmly committed protection rights service"
"1994","deKlerk","24-05-1994",139,"determined organisations service ensure democratic racial sexist honest accountable corps public servants public service desire"
"1994","deKlerk","24-05-1994",140,"context observation government waver principle achieving parity remuneration conditions service workers public sector"
"1994","deKlerk","24-05-1994",141,"youth country valued possession nation"
"1994","deKlerk","24-05-1994",142,"future"
"1994","deKlerk","24-05-1994",143,"immense urgent"
"1994","deKlerk","24-05-1994",144,"centre reconstruction development plan"
"1994","deKlerk","24-05-1994",145,"address acting youth government engage representative organisations youth formations siting broad based national commission youth development structures government"
"1994","deKlerk","24-05-1994",146,"building base government commission ensure nurturing youth stands centre reconstruction development consigned meaningless ghetto public life"
"1994","deKlerk","24-05-1994",147,"similar considerations attach equally question emancipation women country"
"1994","deKlerk","24-05-1994",148,"vitally structures government including understand freedom achieved women emancipated forms oppression"
"1994","deKlerk","24-05-1994",149,"board objectives reconstruction development programme realised visible practical terms condition women country radically changed empowered intervene aspects life equals society"
"1994","deKlerk","24-05-1994",150,"addition establishment statutory gender commission provided constitution government representatives women establishment organs government ensure levels public sector top bottom integrate central issue emancipation women programmes daily activities"
"1994","deKlerk","24-05-1994",151,"tomorrow day dream ingrid jonker fruition"
"1994","deKlerk","24-05-1994",152,"child grown trek"
"1994","deKlerk","24-05-1994",153,"child grown journey journey world pass"
"1994","deKlerk","24-05-1994",154,"tomorrow day flag hoisted historic ceremony oau headquarters addis ababa oau agreed accept"
"1994","deKlerk","24-05-1994",155,"tomorrow day security council meet lift remaining sanctions position world organisation relate country honoured responsible peace loving citizen"
"1994","deKlerk","24-05-1994",156,"government involved discussion determine contribution search peace angola rwanda reinforcement peace process mozambique establishment world mutually beneficial cooperation justice prosperity peace nations world"
"1994","deKlerk","24-05-1994",157,"yesterday cabinet decided apply country join commonwealth"
"1994","deKlerk","24-05-1994",158,"community nations waiting receive arms"
"1994","deKlerk","24-05-1994",159,"learnt lesson blemishes speak humanity"
"1994","deKlerk","24-05-1994",160,"understand glories heights human genius achieve"
"1994","deKlerk","24-05-1994",161,"dreams vision country play sportsfields enjoying deserved enriching recreation theatres galleries beaches mountains plains game parks conditions peace security comfort"
"1994","deKlerk","24-05-1994",162,"road glorious future lies collective hard accomplish objective creating people centred society implementation vision contained reconstruction development plan"
"1994","Mandela","28-02-1994",164,"february parliament convened adopt amendments constitution republic act"
"1994","Mandela","28-02-1994",165,"midst crucial election campaign national history speaks"
"1994","Mandela","28-02-1994",166,"indication importance attach ensuring coming election inclusive"
"1994","Mandela","28-02-1994",167,"peaceful stable future importance people parties participate historical process"
"1994","Mandela","28-02-1994",168,"essential party claim excluded reasonable concerns accommodated transitional constitution"
"1994","Mandela","28-02-1994",169,"government national party participating parties past weeks accommodate concerns raised parties freedom alliance"
"1994","Mandela","28-02-1994",170,"concerns freedom alliance distilled weeks hard negotiations included freedom alliance stronger assurances relating autonomy provinces regard powers functions boundaries"
"1994","Mandela","28-02-1994",171,"amendment section constitution deletes reference concurrency"
"1994","Mandela","28-02-1994",172,"absolutely laws passed provincial legislatures prevail laws passed national parliament matters reserved provinces"
"1994","Mandela","28-02-1994",173,"exceptional circumstances specifically provided position"
"1994","Mandela","28-02-1994",174,"freedom alliance concerned future government diminish powers provinces final constitution"
"1994","Mandela","28-02-1994",175,"amendment constitutional principle xviii powers functions provinces substantially diminished final constitution"
"1994","Mandela","28-02-1994",176,"read sinister word substantially"
"1994","Mandela","28-02-1994",177,"assured technical provision misused undermine scope provincial powers autonomy meaningful"
"1994","Mandela","28-02-1994",178,"provide minor agreed"
"1994","Mandela","28-02-1994",179,"provincial provision freedom alliance"
"1994","Mandela","28-02-1994",180,"recalled constitutional principle changed election majority parliament"
"1994","Mandela","28-02-1994",181,"freedom alliance provisions fiscal financial autonomy"
"1994","Mandela","28-02-1994",182,"amendment sections constitution strengthen taxing competence provinces meeting requirements freedom alliance"
"1994","Mandela","28-02-1994",183,"freedom alliance powers provinces drawing constitutions"
"1994","Mandela","28-02-1994",184,"amendment section constitution enable provincial legislatures include specific provisions constitutions legislative executive structures"
"1994","Mandela","28-02-1994",185,"provinces legislate unique requirements"
"1994","Mandela","28-02-1994",186,"enable province kwazulu natal special provision zulu monarchy"
"1994","Mandela","28-02-1994",187,"simultaneously creates asymmetry provinces"
"1994","Mandela","28-02-1994",188,"freedom alliance natal changed kwazulu natal"
"1994","Mandela","28-02-1994",189,"proposed amendments transitional constitution"
"1994","Mandela","28-02-1994",190,"major concern freedom alliance separate ballots election national parliament provincial legislatures"
"1994","Mandela","28-02-1994",191,"achieved amendments electoral act amended extend deadline parties register election march"
"1994","Mandela","28-02-1994",192,"principal concern freedom alliance afrikaner volksfront demand determination volkstaat"
"1994","Mandela","28-02-1994",193,"concern addressed proposed constitutional amendments"
"1994","Mandela","28-02-1994",194,"constitutional principle added subject determination including possibility exercised territorial entity constitutionally agreed"
"1994","Mandela","28-02-1994",195,"provision amending chapter create mechanism conducting negotiations subject volkstaat"
"1994","Mandela","28-02-1994",196,"government believes negotiating parties reason address main concerns freedom alliance"
"1994","Mandela","28-02-1994",197,"transitional constitution bring provinces genuine autonomous powers based federal principles"
"1994","Mandela","28-02-1994",198,"powers strongly entrenched arbitrarily diminished central government terms transitional constitution final constitution"
"1994","Mandela","28-02-1994",199,"voters double ballot requested freedom alliance parties"
"1994","Mandela","28-02-1994",200,"provinces extended independent taxation powers"
"1994","Mandela","28-02-1994",201,"powers extended clarified adopt constitutions"
"1994","Mandela","28-02-1994",202,"province natal kwazulu natal requested"
"1994","Mandela","28-02-1994",203,"door continued negotiation concept volkstaat"
"1994","Mandela","28-02-1994",204,"reasonable excuse participation elections continuing national constitutional process"
"1994","Mandela","28-02-1994",205,"achieve improvements transitional constitution adopting amendments parliament"
"1994","Mandela","28-02-1994",206,"time suspicion freedom alliance's main difficulty text constitution broader realities time"
"1994","Mandela","28-02-1994",207,"parliament amend transitional constitution amend reality amend reality afrikaners minority recognised historical regions"
"1994","Mandela","28-02-1994",208,"amend reality inextricably interdependent economically socially constitutionally"
"1994","Mandela","28-02-1994",209,"amend reality participate processes government subjected form discrimination"
"1994","Mandela","28-02-1994",210,"parties continue boycott constitutional process ultimately avoid realities"
"1994","Mandela","28-02-1994",211,"boycotting elections wastefully exclude followers contribution tot constitutional future peaceful promotion values ideals"
"1994","Mandela","28-02-1994",212,"participation regrettable wasteful legitimate option"
"1994","Mandela","28-02-1994",213,"parties choose route"
"1994","Mandela","28-02-1994",214,"stress decide participate process determined proceed elections april implementation transitional constitution"
"1994","Mandela","28-02-1994",215,"dare minority deprive majority awaited desire elect national provincial governments time history representative"
"1994","Mandela","28-02-1994",216,"dare stand rapid economic growth development constitutional settlement enjoys internal external legitimacy"
"1994","Mandela","28-02-1994",217,"deprive hard won painstakingly negotiated rights entrenched constitutional system"
"1994","Mandela","28-02-1994",218,"party boycott elections"
"1994","Mandela","28-02-1994",219,"party continue pursue objectives peaceful constitutional means"
"1994","Mandela","28-02-1994",220,"strenuously oppose attempt party prevent citizen exercising participate election"
"1994","Mandela","28-02-1994",221,"government tolerate attempt party disrupt election"
"1994","Mandela","28-02-1994",222,"government means disposal including security forces deal party seek achieve objectives violence unconstitutional illegal undemocratic means"
"1994","Mandela","28-02-1994",223,"parties contemplate secession illegal seizure municipal power illusions position consequences actions illusion support"
"1994","Mandela","28-02-1994",224,"constitute minority total population province"
"1994","Mandela","28-02-1994",225,"disagree contention participation election proving real support"
"1994","Mandela","28-02-1994",226,"afrikaner volksfront claim speak behalf afrikaans people"
"1994","Mandela","28-02-1994",227,"represent faction divided faction"
"1994","Mandela","28-02-1994",228,"vast majority afrikaners decent peace loving people dearly peaceful workable modus vivendi peoples"
"1994","Mandela","28-02-1994",229,"involved futile meaningless war brother afrikaners"
"1994","Mandela","28-02-1994",230,"losing jobs homes pursuit hopeless illusion"
"1994","Mandela","28-02-1994",231,"illusions receive international support"
"1994","Mandela","28-02-1994",232,"international community accept based minority racial domination racial discrimination"
"1994","Mandela","28-02-1994",233,"return apartheid"
"1994","Mandela","28-02-1994",234,"effort direction conflict total isolation utter complete economic ruin"
"1994","Mandela","28-02-1994",235,"parties involved illusion regard role security forces"
"1994","Mandela","28-02-1994",236,"defence force police highly professional dedicated forces"
"1994","Mandela","28-02-1994",237,"proud tradition loyal service government day"
"1994","Mandela","28-02-1994",238,"key role play upholding integrity constitution play role"
"1994","Mandela","28-02-1994",239,"simply future road unconstitutional violent activity"
"1994","Mandela","28-02-1994",240,"appeal road late"
"1994","Mandela","28-02-1994",241,"deep understanding concerns zulu king people respect future zulu monarchy"
"1994","Mandela","28-02-1994",242,"involved depth discussions issue"
"1994","Mandela","28-02-1994",243,"specific agreements address concerns"
"1994","Mandela","28-02-1994",244,"concerned negotiation continue agreement achieved"
"1994","Mandela","28-02-1994",245,"doubts government party lead stand regard"
"1994","Mandela","28-02-1994",246,"zulu kingdom recognised unique reality"
"1994","Mandela","28-02-1994",247,"proud history plays role life zulu nation"
"1994","Mandela","28-02-1994",248,"support principle zulu kingdom receive constitutional recognition effective constitutional safeguards voice heard"
"1994","Mandela","28-02-1994",249,"defence abuse rights ensure parliament balanced party emerges power"
"1994","Mandela","28-02-1994",250,"oppose strongly disagree framework provided transitional constitution destructive involvement violent unconstitutional actions"
"1994","Mandela","28-02-1994",251,"concerns feel threatened seek protection institutions constitution creates"
"1994","Mandela","28-02-1994",252,"remember process constitutional development election parliament"
"1994","Mandela","28-02-1994",253,"tasks draw final constitution"
"1994","Mandela","28-02-1994",254,"constitutional negotiations continue parliament parties national assembly promote objectives ongoing constitutional debate"
"1994","Mandela","28-02-1994",255,"critically significant political parties process"
"1994","Mandela","28-02-1994",256,"past succeeded bringing brink catastrophe society deeply divided brink conflict country ostracised isolated economy hopeless downward spiral"
"1994","Mandela","28-02-1994",257,"past succeeded breaking hopeless situation"
"1994","Mandela","28-02-1994",258,"succeeded negotiating transitional constitution provide basis prosperous peaceful society guarantees rights freedom previously vote"
"1994","Mandela","28-02-1994",259,"awake april freer"
"1994","Mandela","28-02-1994",260,"move forward"
"1995","Mandela","17-02-1995",261,"february national assembly constitutional assembly presidents ministers ministers provincial premiers justice constitutional court leaders national defence force police service correctional service directors leaders public service parliament distinguished guests ladies gentlemen gathered hallowed chamber begin session democratic parliament months sworn"
"1995","Mandela","17-02-1995",262,"met beginning challenges ahead require move spectacle rhetoric bend ahead"
"1995","Mandela","17-02-1995",263,"opportunity extend sincere appreciation leaders parties represented parliament parliament presiding officers whips chairpersons committees secretary parliament staff sterling day democratic racial parliament convened"
"1995","Mandela","17-02-1995",264,"necessity establishment organisations structures evolving rhythm enable discharge responsibilities effective efficient manner"
"1995","Mandela","17-02-1995",265,"precisely sat democratic parliament begin continuing process learning carry functions people's deputies"
"1995","Mandela","17-02-1995",266,"educate atmosphere characterised critical public focus necessarily reality inexperience"
"1995","Mandela","17-02-1995",267,"undoubtedly legislature executive mistakes"
"1995","Mandela","17-02-1995",268,"mistakes inevitable element process learning"
"1995","Mandela","17-02-1995",269,"spectators players field"
"1995","Mandela","17-02-1995",270,"feel ashamed committed errors"
"1995","Mandela","17-02-1995",271,"learn mistakes improve performance"
"1995","Mandela","17-02-1995",272,"critics pride succeed establish houses parliament required constitution ensured play role government country"
"1995","Mandela","17-02-1995",273,"pleased national assembly satisfied endorse bills participated actively improving draft legislation aim ensuring laws consistent glorious vision share creating humane people centred society"
"1995","Mandela","17-02-1995",274,"importance legislators manner consistent objective ensuring parliament people"
"1995","Mandela","17-02-1995",275,"proceedings public ensure people doors people address legislative committees parliament directly"
"1995","Mandela","17-02-1995",276,"replicated provincial legislatures consistent objective bringing government close people"
"1995","Mandela","17-02-1995",277,"claim justification legislating approved representative people enjoys degree legitimacy enforceability previous laws"
"1995","Mandela","17-02-1995",278,"undoubtedly continue means ensuring people informed improved capacity intervene proceedings informed purposive manner"
"1995","Mandela","17-02-1995",279,"recent past corruption parliament leading political figures country"
"1995","Mandela","17-02-1995",280,"chamber mass media keen condemn propel precipitate action basis mere allegations"
"1995","Mandela","17-02-1995",281,"resisted continue"
"1995","Mandela","17-02-1995",282,"responsibility act basis allegations strident voice makes allegations"
"1995","Mandela","17-02-1995",283,"firmly build society justice fairness"
"1995","Mandela","17-02-1995",284,"times guarantee accused heard concession primeval instinct pillory burn people stake"
"1995","Mandela","17-02-1995",285,"history extremely careful reintroduce mccarthyism atmosphere resulted people herded unthinking hordes sought blood labelled communist"
"1995","Mandela","17-02-1995",286,"educators regard matter rooting corruption deal firmly unequivocally involved"
"1995","Mandela","17-02-1995",287,"conscious reality corruption forms deeply infected fibre society"
"1995","Mandela","17-02-1995",288,"society based lie patent injustice apartheid society spawning corrupt practices"
"1995","Mandela","17-02-1995",289,"precisely challenge dealing systematic corruption dispassionate systematic approach question stampeded responses witchhunt"
"1995","Mandela","17-02-1995",290,"address matter day holding local government elections complete process establishing democratic structures ensure people destiny hands"
"1995","Mandela","17-02-1995",291,"importance popularly elected structures local level overestimated"
"1995","Mandela","17-02-1995",292,"level deliver change"
"1995","Mandela","17-02-1995",293,"level people directly participate decisions matters affect daily lives"
"1995","Mandela","17-02-1995",294,"level confront divisions created system apartheid grapple arise racial territorial maldistribution resources infrastructure imposed country system"
"1995","Mandela","17-02-1995",295,"reality impossible enter critical stage dismantling system apartheid democratically elected structures government enjoy popular mandate bring racial sexist democratic society demanded constitution"
"1995","Mandela","17-02-1995",296,"opportunity call people millions forthcoming local government elections"
"1995","Mandela","17-02-1995",297,"task fulfil register voters"
"1995","Mandela","17-02-1995",298,"appeal political parties represented national provincial legislatures structures power mobilise people register voters"
"1995","Mandela","17-02-1995",299,"appeal extends people's organisations institutions civil society influence organise people register participate local government elections"
"1995","Mandela","17-02-1995",300,"obligation political organisations participate local government elections ensure experience violence intimidation conduct election campaigns"
"1995","Mandela","17-02-1995",301,"advantage occasion country government obstruct process registration voters social status persons concerned"
"1995","Mandela","17-02-1995",302,"bear mind unlike elections elections conducted democratically elected national provincial government"
"1995","Mandela","17-02-1995",303,"governments hesitate legitimate force disposal ensure stands people express freely"
"1995","Mandela","17-02-1995",304,"pleased report teething concept vision government national unity proved correctness viability"
"1995","Mandela","17-02-1995",305,"succeeded intentions ensuring operation people development national consensus range matters enabling minority parties real voice government country contributing peace stability confidence future country"
"1995","Mandela","17-02-1995",306,"national level continue confrontational atmosphere elaborate rules conventions procedures ensure government national unity functions effectively address balanced parties policies tension democratic rights majority party effective participation minority parties"
"1995","Mandela","17-02-1995",307,"regard mention agreed provincial premiers share views matters administrations evolve common practices conducive governance"
"1995","Mandela","17-02-1995",308,"happily major parties committed perspectives contained commonly evolved reconstruction development programme"
"1995","Mandela","17-02-1995",309,"constitutes firm basis continuing operation parties inside government national unity operation impossible"
